property_id,check_in_date,room_category,successful_bookings,capacity,occupancy
16561,2022-06-17,RT4,7,10,70%
19559,2022-06-17,RT4,1,3,33%
17564,2022-06-17,RT4,7,17,41%
18560,2022-06-17,RT4,10,15,67%
19560,2022-06-17,RT4,10,16,63%
18559,2022-06-17,RT4,9,19,47%
17563,2022-06-17,RT4,13,19,68%
19562,2022-06-17,RT4,10,14,71%
17559,2022-06-17,RT4,8,14,57%
18558,2022-06-17,RT4,10,20,50%
18562,2022-06-17,RT4,12,20,60%
18563,2022-06-17,RT4,9,18,50%
16563,2022-06-17,RT4,13,18,72%
16559,2022-06-17,RT4,10,18,56%
16562,2022-06-17,RT4,3,6,50%
17558,2022-06-17,RT4,3,6,50%
17562,2022-06-17,RT4,3,6,50%
19563,2022-06-17,RT4,3,6,50%
16560,2022-06-17,RT4,3,7,43%
19561,2022-06-17,RT4,3,7,43%
17561,2022-06-17,RT4,3,4,75%
16559,2022-06-18,RT1,29,30,97%
18560,2022-06-18,RT1,26,30,87%
19562,2022-06-18,RT1,27,30,90%
19563,2022-06-18,RT1,22,30,73%
17558,2022-06-18,RT1,14,19,74%
16558,2022-06-18,RT1,17,19,89%
17560,2022-06-18,RT1,29,40,73%
19558,2022-06-18,RT1,23,40,58%
19560,2022-06-18,RT1,24,26,92%
17561,2022-06-18,RT1,22,26,85%
16560,2022-06-18,RT1,25,34,74%
16561,2022-06-18,RT1,17,18,94%
16562,2022-06-18,RT1,22,31,71%
16563,2022-06-18,RT1,37,41,90%
17559,2022-06-18,RT1,32,32,100%
17562,2022-06-18,RT1,12,20,60%
17563,2022-06-18,RT1,22,25,88%
18558,2022-06-18,RT1,12,15,80%
18559,2022-06-18,RT1,26,42,62%
18561,2022-06-18,RT1,28,33,85%
18562,2022-06-18,RT1,38,38,100%
18563,2022-06-18,RT1,18,27,67%
19559,2022-06-18,RT1,17,24,71%
19561,2022-06-18,RT1,25,36,69%
17564,2022-06-18,RT1,10,16,63%
19562,2022-06-18,RT2,20,23,87%
18563,2022-06-18,RT2,21,29,72%
17561,2022-06-18,RT2,32,36,89%
17558,2022-06-18,RT2,34,50,68%
16562,2022-06-18,RT2,32,43,74%
16561,2022-06-18,RT2,23,24,96%
16558,2022-06-18,RT2,21,22,95%
19560,2022-06-18,RT2,33,38,87%
16563,2022-06-18,RT2,34,38,89%
16559,2022-06-18,RT2,37,41,90%
19559,2022-06-18,RT2,30,41,73%
19558,2022-06-18,RT2,22,39,56%
17559,2022-06-18,RT2,36,39,92%
16560,2022-06-18,RT2,24,34,71%
18562,2022-06-18,RT2,32,34,94%
18559,2022-06-18,RT2,30,44,68%
17563,2022-06-18,RT2,41,44,93%
17562,2022-06-18,RT2,20,30,67%
18558,2022-06-18,RT2,22,30,73%
17564,2022-06-18,RT2,26,40,65%
18561,2022-06-18,RT2,37,40,93%
18560,2022-06-18,RT2,37,40,93%
17560,2022-06-18,RT2,35,45,78%
19561,2022-06-18,RT2,32,45,71%
19563,2022-06-18,RT2,34,45,76%
19563,2022-06-18,RT3,20,29,69%
19562,2022-06-18,RT3,29,29,100%
19561,2022-06-18,RT3,20,29,69%
18562,2022-06-18,RT3,27,29,93%
17558,2022-06-18,RT3,21,27,78%
17562,2022-06-18,RT3,16,27,59%
19559,2022-06-18,RT3,21,27,78%
16559,2022-06-18,RT3,29,32,91%
16558,2022-06-18,RT3,7,8,88%
17560,2022-06-18,RT3,18,25,72%
18561,2022-06-18,RT3,22,25,88%
16561,2022-06-18,RT3,20,21,95%
16563,2022-06-18,RT3,19,20,95%
17561,2022-06-18,RT3,18,19,95%
18558,2022-06-18,RT3,19,26,73%
18560,2022-06-18,RT3,23,24,96%
18563,2022-06-18,RT3,17,23,74%
19560,2022-06-18,RT3,16,19,84%
16562,2022-06-18,RT3,13,18,72%
17563,2022-06-18,RT3,13,16,81%
18559,2022-06-18,RT3,13,23,57%
16560,2022-06-18,RT3,14,20,70%
17559,2022-06-18,RT3,14,16,88%
17564,2022-06-18,RT3,14,24,58%
19558,2022-06-18,RT3,12,21,57%
19559,2022-06-18,RT4,2,3,67%
16562,2022-06-18,RT4,4,6,67%
17558,2022-06-18,RT4,4,6,67%
17562,2022-06-18,RT4,4,6,67%
19558,2022-06-18,RT4,4,7,57%
19561,2022-06-18,RT4,5,7,71%
19563,2022-06-18,RT4,5,6,83%
16560,2022-06-18,RT4,6,7,86%
16561,2022-06-18,RT4,9,10,90%
17560,2022-06-18,RT4,9,13,69%
18561,2022-06-18,RT4,9,9,100%
17564,2022-06-18,RT4,10,17,59%
18560,2022-06-18,RT4,14,15,93%
19560,2022-06-18,RT4,15,16,94%
18559,2022-06-18,RT4,11,19,58%
17563,2022-06-18,RT4,17,19,89%
19562,2022-06-18,RT4,11,14,79%
17559,2022-06-18,RT4,13,14,93%
18558,2022-06-18,RT4,15,20,75%
18562,2022-06-18,RT4,18,20,90%
18563,2022-06-18,RT4,13,18,72%
16563,2022-06-18,RT4,18,18,100%
16559,2022-06-18,RT4,18,18,100%
17561,2022-06-18,RT4,3,4,75%
16558,2022-06-18,RT4,3,3,100%
19563,2022-06-19,RT3,19,29,66%
18560,2022-06-19,RT1,25,30,83%
19562,2022-06-19,RT1,26,30,87%
19563,2022-06-19,RT1,17,30,57%
17558,2022-06-19,RT1,12,19,63%
16558,2022-06-19,RT1,13,19,68%
17560,2022-06-19,RT1,26,40,65%
19558,2022-06-19,RT1,21,40,53%
19560,2022-06-19,RT1,21,26,81%
17561,2022-06-19,RT1,17,26,65%
16560,2022-06-19,RT1,20,34,59%
16561,2022-06-19,RT1,12,18,67%
16562,2022-06-19,RT1,18,31,58%
16563,2022-06-19,RT1,31,41,76%
17559,2022-06-19,RT1,26,32,81%
17562,2022-06-19,RT1,10,20,50%
17563,2022-06-19,RT1,17,25,68%
18558,2022-06-19,RT1,10,15,67%
18559,2022-06-19,RT1,21,42,50%
18561,2022-06-19,RT1,24,33,73%
18562,2022-06-19,RT1,30,38,79%
18563,2022-06-19,RT1,15,27,56%
19559,2022-06-19,RT1,16,24,67%
19561,2022-06-19,RT1,22,36,61%
17564,2022-06-19,RT1,8,16,50%
19562,2022-06-19,RT2,19,23,83%
18563,2022-06-19,RT2,16,29,55%
17561,2022-06-19,RT2,24,36,67%
17558,2022-06-19,RT2,34,50,68%
16562,2022-06-19,RT2,25,43,58%
16561,2022-06-19,RT2,17,24,71%
16558,2022-06-19,RT2,19,22,86%
19560,2022-06-19,RT2,26,38,68%
16563,2022-06-19,RT2,25,38,66%
16559,2022-06-19,RT2,29,41,71%
19559,2022-06-19,RT2,23,41,56%
19558,2022-06-19,RT2,19,39,49%
17559,2022-06-19,RT2,29,39,74%
16560,2022-06-19,RT2,19,34,56%
18562,2022-06-19,RT2,23,34,68%
18559,2022-06-19,RT2,22,44,50%
17563,2022-06-19,RT2,30,44,68%
17562,2022-06-19,RT2,17,30,57%
18558,2022-06-19,RT2,16,30,53%
17564,2022-06-19,RT2,19,40,48%
18561,2022-06-19,RT2,32,40,80%
18560,2022-06-19,RT2,35,40,88%
17560,2022-06-19,RT2,28,45,62%
19561,2022-06-19,RT2,26,45,58%
19563,2022-06-19,RT2,26,45,58%
16559,2022-06-19,RT1,22,30,73%
19562,2022-06-19,RT3,21,29,72%
19561,2022-06-19,RT3,18,29,62%
18562,2022-06-19,RT3,20,29,69%
17558,2022-06-19,RT3,16,27,59%
17562,2022-06-19,RT3,13,27,48%
19559,2022-06-19,RT3,17,27,63%
16559,2022-06-19,RT3,24,32,75%
16558,2022-06-19,RT3,6,8,75%
17560,2022-06-19,RT3,16,25,64%
18561,2022-06-19,RT3,17,25,68%
17561,2022-06-19,RT3,16,19,84%
18558,2022-06-19,RT3,17,26,65%
18560,2022-06-19,RT3,21,24,88%
18563,2022-06-19,RT3,15,23,65%
19560,2022-06-19,RT3,15,19,79%
16563,2022-06-19,RT3,13,20,65%
16561,2022-06-19,RT3,14,21,67%
17564,2022-06-19,RT3,14,24,58%
16560,2022-06-19,RT3,12,20,60%
16562,2022-06-19,RT3,12,18,67%
19558,2022-06-19,RT3,12,21,57%
17559,2022-06-19,RT3,11,16,69%
17563,2022-06-19,RT3,11,16,69%
18559,2022-06-19,RT3,11,23,48%
19559,2022-06-19,RT4,2,3,67%
16558,2022-06-19,RT4,2,3,67%
16562,2022-06-19,RT4,4,6,67%
17558,2022-06-19,RT4,4,6,67%
19563,2022-06-19,RT4,4,6,67%
16560,2022-06-19,RT4,4,7,57%
19561,2022-06-19,RT4,4,7,57%
18561,2022-06-19,RT4,6,9,67%
16561,2022-06-19,RT4,7,10,70%
17560,2022-06-19,RT4,8,13,62%
17564,2022-06-19,RT4,8,17,47%
18560,2022-06-19,RT4,11,15,73%
19560,2022-06-19,RT4,14,16,88%
18559,2022-06-19,RT4,8,19,42%
17563,2022-06-19,RT4,15,19,79%
19562,2022-06-19,RT4,9,14,64%
17559,2022-06-19,RT4,11,14,79%
18558,2022-06-19,RT4,11,20,55%
18562,2022-06-19,RT4,14,20,70%
18563,2022-06-19,RT4,11,18,61%
16563,2022-06-19,RT4,12,18,67%
16559,2022-06-19,RT4,13,18,72%
17562,2022-06-19,RT4,3,6,50%
19558,2022-06-19,RT4,3,7,43%
17561,2022-06-19,RT4,3,4,75%
16559,2022-06-20,RT1,18,30,60%
19562,2022-06-20,RT1,16,30,53%
19563,2022-06-20,RT1,15,30,50%
17558,2022-06-20,RT1,7,19,37%
16558,2022-06-20,RT1,12,19,63%
17560,2022-06-20,RT1,15,40,38%
19558,2022-06-20,RT1,11,40,28%
19560,2022-06-20,RT1,14,26,54%
17561,2022-06-20,RT1,11,26,42%
16560,2022-06-20,RT1,13,34,38%
16561,2022-06-20,RT1,10,18,56%
16562,2022-06-20,RT1,12,31,39%
16563,2022-06-20,RT1,22,41,54%
17559,2022-06-20,RT1,18,32,56%
17562,2022-06-20,RT1,8,20,40%
17563,2022-06-20,RT1,13,25,52%
18558,2022-06-20,RT1,7,15,47%
18559,2022-06-20,RT1,13,42,31%
18561,2022-06-20,RT1,18,33,55%
18562,2022-06-20,RT1,19,38,50%
18563,2022-06-20,RT1,12,27,44%
19559,2022-06-20,RT1,10,24,42%
19561,2022-06-20,RT1,17,36,47%
17564,2022-06-20,RT1,6,16,38%
19562,2022-06-20,RT2,11,23,48%
18563,2022-06-20,RT2,14,29,48%
17561,2022-06-20,RT2,21,36,58%
17558,2022-06-20,RT2,21,50,42%
16562,2022-06-20,RT2,19,43,44%
16561,2022-06-20,RT2,12,24,50%
16558,2022-06-20,RT2,11,22,50%
19560,2022-06-20,RT2,20,38,53%
16563,2022-06-20,RT2,17,38,45%
16559,2022-06-20,RT2,20,41,49%
19559,2022-06-20,RT2,21,41,51%
19558,2022-06-20,RT2,13,39,33%
17559,2022-06-20,RT2,17,39,44%
16560,2022-06-20,RT2,17,34,50%
18562,2022-06-20,RT2,15,34,44%
18559,2022-06-20,RT2,17,44,39%
17563,2022-06-20,RT2,23,44,52%
17562,2022-06-20,RT2,11,30,37%
18558,2022-06-20,RT2,12,30,40%
17564,2022-06-20,RT2,13,40,33%
18561,2022-06-20,RT2,21,40,53%
18560,2022-06-20,RT2,19,40,48%
17560,2022-06-20,RT2,18,45,40%
19561,2022-06-20,RT2,16,45,36%
19563,2022-06-20,RT2,18,45,40%
19563,2022-06-20,RT3,14,29,48%
18560,2022-06-20,RT1,17,30,57%
19562,2022-06-20,RT3,14,29,48%
19561,2022-06-20,RT3,11,29,38%
18562,2022-06-20,RT3,16,29,55%
17558,2022-06-20,RT3,11,27,41%
17562,2022-06-20,RT3,8,27,30%
19559,2022-06-20,RT3,11,27,41%
16559,2022-06-20,RT3,17,32,53%
16558,2022-06-20,RT3,3,8,38%
16562,2022-06-20,RT3,8,18,44%
17559,2022-06-20,RT3,8,16,50%
19558,2022-06-20,RT3,8,21,38%
18561,2022-06-20,RT3,13,25,52%
17563,2022-06-20,RT3,9,16,56%
18559,2022-06-20,RT3,9,23,39%
18563,2022-06-20,RT3,9,23,39%
19560,2022-06-20,RT3,9,19,47%
16560,2022-06-20,RT3,10,20,50%
17564,2022-06-20,RT3,10,24,42%
16563,2022-06-20,RT3,12,20,60%
16561,2022-06-20,RT3,11,21,52%
17560,2022-06-20,RT3,11,25,44%
17561,2022-06-20,RT3,11,19,58%
18558,2022-06-20,RT3,11,26,42%
18560,2022-06-20,RT3,11,24,46%
17561,2022-06-20,RT4,2,4,50%
17562,2022-06-20,RT4,2,6,33%
19561,2022-06-20,RT4,2,7,29%
19563,2022-06-20,RT4,2,6,33%
16558,2022-06-20,RT4,2,3,67%
17560,2022-06-20,RT4,4,13,31%
16561,2022-06-20,RT4,5,10,50%
18561,2022-06-20,RT4,5,9,56%
17564,2022-06-20,RT4,6,17,35%
19559,2022-06-20,RT4,1,3,33%
18560,2022-06-20,RT4,7,15,47%
19560,2022-06-20,RT4,8,16,50%
18559,2022-06-20,RT4,8,19,42%
17563,2022-06-20,RT4,10,19,53%
19562,2022-06-20,RT4,8,14,57%
17559,2022-06-20,RT4,8,14,57%
18558,2022-06-20,RT4,8,20,40%
18562,2022-06-20,RT4,11,20,55%
18563,2022-06-20,RT4,7,18,39%
16563,2022-06-20,RT4,10,18,56%
16559,2022-06-20,RT4,11,18,61%
16562,2022-06-20,RT4,3,6,50%
17558,2022-06-20,RT4,3,6,50%
16560,2022-06-20,RT4,3,7,43%
19558,2022-06-20,RT4,3,7,43%
16559,2022-06-21,RT1,13,30,43%
18560,2022-06-21,RT1,15,30,50%
19562,2022-06-21,RT1,12,30,40%
19563,2022-06-21,RT1,13,30,43%
17558,2022-06-21,RT1,6,19,32%
16558,2022-06-21,RT1,9,19,47%
17560,2022-06-21,RT1,15,40,38%
19558,2022-06-21,RT1,14,40,35%
19560,2022-06-21,RT1,13,26,50%
17561,2022-06-21,RT1,13,26,50%
16560,2022-06-21,RT1,15,34,44%
16561,2022-06-21,RT1,10,18,56%
16562,2022-06-21,RT1,13,31,42%
16563,2022-06-21,RT1,22,41,54%
17559,2022-06-21,RT1,17,32,53%
17562,2022-06-21,RT1,7,20,35%
17563,2022-06-21,RT1,14,25,56%
18558,2022-06-21,RT1,8,15,53%
18559,2022-06-21,RT1,12,42,29%
18561,2022-06-21,RT1,18,33,55%
18562,2022-06-21,RT1,20,38,53%
18563,2022-06-21,RT1,11,27,41%
19559,2022-06-21,RT1,10,24,42%
19561,2022-06-21,RT1,13,36,36%
17564,2022-06-21,RT1,6,16,38%
19562,2022-06-21,RT2,11,23,48%
18563,2022-06-21,RT2,10,29,34%
17561,2022-06-21,RT2,20,36,56%
17558,2022-06-21,RT2,21,50,42%
16562,2022-06-21,RT2,21,43,49%
16561,2022-06-21,RT2,13,24,54%
16558,2022-06-21,RT2,10,22,45%
19560,2022-06-21,RT2,21,38,55%
16563,2022-06-21,RT2,21,38,55%
16559,2022-06-21,RT2,23,41,56%
19559,2022-06-21,RT2,18,41,44%
19558,2022-06-21,RT2,14,39,36%
17559,2022-06-21,RT2,23,39,59%
16560,2022-06-21,RT2,15,34,44%
18562,2022-06-21,RT2,22,34,65%
18559,2022-06-21,RT2,14,44,32%
17563,2022-06-21,RT2,21,44,48%
17562,2022-06-21,RT2,11,30,37%
18558,2022-06-21,RT2,13,30,43%
17564,2022-06-21,RT2,12,40,30%
18561,2022-06-21,RT2,19,40,48%
18560,2022-06-21,RT2,19,40,48%
17560,2022-06-21,RT2,19,45,42%
19561,2022-06-21,RT2,20,45,44%
19563,2022-06-21,RT2,22,45,49%
19563,2022-06-21,RT3,12,29,41%
19562,2022-06-21,RT3,13,29,45%
19561,2022-06-21,RT3,11,29,38%
18562,2022-06-21,RT3,14,29,48%
17558,2022-06-21,RT3,12,27,44%
17562,2022-06-21,RT3,9,27,33%
19559,2022-06-21,RT3,12,27,44%
16559,2022-06-21,RT3,16,32,50%
16558,2022-06-21,RT3,3,8,38%
16560,2022-06-21,RT3,8,20,40%
16562,2022-06-21,RT3,8,18,44%
17559,2022-06-21,RT3,8,16,50%
18559,2022-06-21,RT3,8,23,35%
18563,2022-06-21,RT3,8,23,35%
19558,2022-06-21,RT3,8,21,38%
18558,2022-06-21,RT3,9,26,35%
17564,2022-06-21,RT3,9,24,38%
16563,2022-06-21,RT3,10,20,50%
17560,2022-06-21,RT3,10,25,40%
17561,2022-06-21,RT3,10,19,53%
17563,2022-06-21,RT3,10,16,63%
19560,2022-06-21,RT3,10,19,53%
16561,2022-06-21,RT3,12,21,57%
18561,2022-06-21,RT3,12,25,48%
18560,2022-06-21,RT3,11,24,46%
16560,2022-06-21,RT4,2,7,29%
16558,2022-06-21,RT4,2,3,67%
19563,2022-06-21,RT4,4,6,67%
18561,2022-06-21,RT4,4,9,44%
16561,2022-06-21,RT4,6,10,60%
17560,2022-06-21,RT4,6,13,46%
17564,2022-06-21,RT4,6,17,35%
19559,2022-06-21,RT4,1,3,33%
18560,2022-06-21,RT4,9,15,60%
19560,2022-06-21,RT4,10,16,63%
18559,2022-06-21,RT4,6,19,32%
17563,2022-06-21,RT4,9,19,47%
19562,2022-06-21,RT4,6,14,43%
17559,2022-06-21,RT4,9,14,64%
18558,2022-06-21,RT4,8,20,40%
18562,2022-06-21,RT4,10,20,50%
18563,2022-06-21,RT4,7,18,39%
16563,2022-06-21,RT4,11,18,61%
16559,2022-06-21,RT4,10,18,56%
16562,2022-06-21,RT4,3,6,50%
17558,2022-06-21,RT4,3,6,50%
17562,2022-06-21,RT4,3,6,50%
19558,2022-06-21,RT4,3,7,43%
19561,2022-06-21,RT4,3,7,43%
17561,2022-06-21,RT4,3,4,75%
19563,2022-06-22,RT3,11,29,38%
16559,2022-06-22,RT1,15,30,50%
18560,2022-06-22,RT1,14,30,47%
19562,2022-06-22,RT1,15,30,50%
19563,2022-06-22,RT1,12,30,40%
17558,2022-06-22,RT1,8,19,42%
16558,2022-06-22,RT1,10,19,53%
17560,2022-06-22,RT1,16,40,40%
19558,2022-06-22,RT1,12,40,30%
19560,2022-06-22,RT1,12,26,46%
17561,2022-06-22,RT1,15,26,58%
16560,2022-06-22,RT1,14,34,41%
16561,2022-06-22,RT1,11,18,61%
16562,2022-06-22,RT1,11,31,35%
16563,2022-06-22,RT1,20,41,49%
17559,2022-06-22,RT1,14,32,44%
17562,2022-06-22,RT1,7,20,35%
17563,2022-06-22,RT1,10,25,40%
18558,2022-06-22,RT1,5,15,33%
18559,2022-06-22,RT1,15,42,36%
18561,2022-06-22,RT1,15,33,45%
18562,2022-06-22,RT1,17,38,45%
18563,2022-06-22,RT1,13,27,48%
19559,2022-06-22,RT1,9,24,38%
19561,2022-06-22,RT1,15,36,42%
17564,2022-06-22,RT1,5,16,31%
19562,2022-06-22,RT2,12,23,52%
18563,2022-06-22,RT2,13,29,45%
17561,2022-06-22,RT2,19,36,53%
17558,2022-06-22,RT2,22,50,44%
16562,2022-06-22,RT2,18,43,42%
16561,2022-06-22,RT2,13,24,54%
16558,2022-06-22,RT2,10,22,45%
19560,2022-06-22,RT2,19,38,50%
16563,2022-06-22,RT2,19,38,50%
16559,2022-06-22,RT2,22,41,54%
19559,2022-06-22,RT2,19,41,46%
19558,2022-06-22,RT2,13,39,33%
17559,2022-06-22,RT2,23,39,59%
16560,2022-06-22,RT2,14,34,41%
18562,2022-06-22,RT2,21,34,62%
18559,2022-06-22,RT2,17,44,39%
17563,2022-06-22,RT2,23,44,52%
17562,2022-06-22,RT2,10,30,33%
18558,2022-06-22,RT2,15,30,50%
17564,2022-06-22,RT2,19,40,48%
18561,2022-06-22,RT2,18,40,45%
18560,2022-06-22,RT2,20,40,50%
17560,2022-06-22,RT2,18,45,40%
19561,2022-06-22,RT2,18,45,40%
19563,2022-06-22,RT2,19,45,42%
19562,2022-06-22,RT3,15,29,52%
19561,2022-06-22,RT3,12,29,41%
18562,2022-06-22,RT3,16,29,55%
17558,2022-06-22,RT3,13,27,48%
17562,2022-06-22,RT3,11,27,41%
19559,2022-06-22,RT3,13,27,48%
16559,2022-06-22,RT3,16,32,50%
16558,2022-06-22,RT3,4,8,50%
16562,2022-06-22,RT3,7,18,39%
17559,2022-06-22,RT3,7,16,44%
18559,2022-06-22,RT3,7,23,30%
17563,2022-06-22,RT3,8,16,50%
19558,2022-06-22,RT3,8,21,38%
17564,2022-06-22,RT3,8,24,33%
16560,2022-06-22,RT3,9,20,45%
18563,2022-06-22,RT3,9,23,39%
19560,2022-06-22,RT3,9,19,47%
16563,2022-06-22,RT3,10,20,50%
18558,2022-06-22,RT3,10,26,38%
16561,2022-06-22,RT3,12,21,57%
17560,2022-06-22,RT3,12,25,48%
18560,2022-06-22,RT3,12,24,50%
17561,2022-06-22,RT3,11,19,58%
18561,2022-06-22,RT3,11,25,44%
17561,2022-06-22,RT4,2,4,50%
17562,2022-06-22,RT4,2,6,33%
19563,2022-06-22,RT4,2,6,33%
16558,2022-06-22,RT4,2,3,67%
17558,2022-06-22,RT4,4,6,67%
18561,2022-06-22,RT4,4,9,44%
16561,2022-06-22,RT4,5,10,50%
17560,2022-06-22,RT4,5,13,38%
17564,2022-06-22,RT4,5,17,29%
18560,2022-06-22,RT4,6,15,40%
19559,2022-06-22,RT4,1,3,33%
19560,2022-06-22,RT4,8,16,50%
18559,2022-06-22,RT4,6,19,32%
17563,2022-06-22,RT4,10,19,53%
19562,2022-06-22,RT4,8,14,57%
17559,2022-06-22,RT4,7,14,50%
18558,2022-06-22,RT4,8,20,40%
18562,2022-06-22,RT4,11,20,55%
18563,2022-06-22,RT4,7,18,39%
16563,2022-06-22,RT4,9,18,50%
16559,2022-06-22,RT4,9,18,50%
16562,2022-06-22,RT4,3,6,50%
16560,2022-06-22,RT4,3,7,43%
19558,2022-06-22,RT4,3,7,43%
19561,2022-06-22,RT4,3,7,43%
19563,2022-06-23,RT3,13,29,45%
18560,2022-06-23,RT1,15,30,50%
19562,2022-06-23,RT1,14,30,47%
19563,2022-06-23,RT1,11,30,37%
17558,2022-06-23,RT1,8,19,42%
16558,2022-06-23,RT1,9,19,47%
17560,2022-06-23,RT1,18,40,45%
19558,2022-06-23,RT1,11,40,28%
19560,2022-06-23,RT1,13,26,50%
17561,2022-06-23,RT1,16,26,62%
16560,2022-06-23,RT1,15,34,44%
16561,2022-06-23,RT1,9,18,50%
16562,2022-06-23,RT1,16,31,52%
16563,2022-06-23,RT1,22,41,54%
17559,2022-06-23,RT1,14,32,44%
17562,2022-06-23,RT1,7,20,35%
17563,2022-06-23,RT1,10,25,40%
18558,2022-06-23,RT1,6,15,40%
18559,2022-06-23,RT1,16,42,38%
18561,2022-06-23,RT1,15,33,45%
18562,2022-06-23,RT1,16,38,42%
18563,2022-06-23,RT1,10,27,37%
19559,2022-06-23,RT1,10,24,42%
19561,2022-06-23,RT1,13,36,36%
17564,2022-06-23,RT1,5,16,31%
19562,2022-06-23,RT2,11,23,48%
18563,2022-06-23,RT2,12,29,41%
17561,2022-06-23,RT2,21,36,58%
17558,2022-06-23,RT2,18,50,36%
16562,2022-06-23,RT2,18,43,42%
16561,2022-06-23,RT2,11,24,46%
16558,2022-06-23,RT2,11,22,50%
19560,2022-06-23,RT2,19,38,50%
16563,2022-06-23,RT2,19,38,50%
16559,2022-06-23,RT2,21,41,51%
19559,2022-06-23,RT2,21,41,51%
19558,2022-06-23,RT2,14,39,36%
17559,2022-06-23,RT2,20,39,51%
16560,2022-06-23,RT2,16,34,47%
18562,2022-06-23,RT2,17,34,50%
18559,2022-06-23,RT2,14,44,32%
17563,2022-06-23,RT2,26,44,59%
17562,2022-06-23,RT2,10,30,33%
18558,2022-06-23,RT2,12,30,40%
17564,2022-06-23,RT2,12,40,30%
18561,2022-06-23,RT2,19,40,48%
18560,2022-06-23,RT2,17,40,43%
17560,2022-06-23,RT2,20,45,44%
19561,2022-06-23,RT2,19,45,42%
19563,2022-06-23,RT2,18,45,40%
16559,2022-06-23,RT1,15,30,50%
19562,2022-06-23,RT3,15,29,52%
19561,2022-06-23,RT3,12,29,41%
18562,2022-06-23,RT3,15,29,52%
17558,2022-06-23,RT3,11,27,41%
17562,2022-06-23,RT3,9,27,33%
19559,2022-06-23,RT3,10,27,37%
16559,2022-06-23,RT3,19,32,59%
16558,2022-06-23,RT3,4,8,50%
16562,2022-06-23,RT3,7,18,39%
19558,2022-06-23,RT3,7,21,33%
17561,2022-06-23,RT3,8,19,42%
18559,2022-06-23,RT3,8,23,35%
17564,2022-06-23,RT3,8,24,33%
18561,2022-06-23,RT3,13,25,52%
18560,2022-06-23,RT3,14,24,58%
16560,2022-06-23,RT3,9,20,45%
17560,2022-06-23,RT3,9,25,36%
17563,2022-06-23,RT3,9,16,56%
16563,2022-06-23,RT3,10,20,50%
17559,2022-06-23,RT3,10,16,63%
18558,2022-06-23,RT3,10,26,38%
18563,2022-06-23,RT3,10,23,43%
19560,2022-06-23,RT3,10,19,53%
16561,2022-06-23,RT3,11,21,52%
17562,2022-06-23,RT4,2,6,33%
19558,2022-06-23,RT4,2,7,29%
19561,2022-06-23,RT4,2,7,29%
16558,2022-06-23,RT4,2,3,67%
16560,2022-06-23,RT4,4,7,57%
16561,2022-06-23,RT4,5,10,50%
17560,2022-06-23,RT4,5,13,38%
18561,2022-06-23,RT4,5,9,56%
17564,2022-06-23,RT4,6,17,35%
19559,2022-06-23,RT4,1,3,33%
18560,2022-06-23,RT4,8,15,53%
19560,2022-06-23,RT4,8,16,50%
18559,2022-06-23,RT4,6,19,32%
17563,2022-06-23,RT4,8,19,42%
19562,2022-06-23,RT4,7,14,50%
17559,2022-06-23,RT4,7,14,50%
18558,2022-06-23,RT4,10,20,50%
18562,2022-06-23,RT4,11,20,55%
18563,2022-06-23,RT4,8,18,44%
16563,2022-06-23,RT4,8,18,44%
16559,2022-06-23,RT4,9,18,50%
16562,2022-06-23,RT4,3,6,50%
17558,2022-06-23,RT4,3,6,50%
19563,2022-06-23,RT4,3,6,50%
17561,2022-06-23,RT4,3,4,75%
16559,2022-06-24,RT1,14,30,47%
18560,2022-06-24,RT1,15,30,50%
19562,2022-06-24,RT1,16,30,53%
19563,2022-06-24,RT1,13,30,43%
17558,2022-06-24,RT1,7,19,37%
16558,2022-06-24,RT1,11,19,58%
17560,2022-06-24,RT1,17,40,43%
19558,2022-06-24,RT1,13,40,33%
19560,2022-06-24,RT1,16,26,62%
17561,2022-06-24,RT1,14,26,54%
16560,2022-06-24,RT1,14,34,41%
16561,2022-06-24,RT1,10,18,56%
16562,2022-06-24,RT1,14,31,45%
16563,2022-06-24,RT1,24,41,59%
17559,2022-06-24,RT1,19,32,59%
17562,2022-06-24,RT1,7,20,35%
17563,2022-06-24,RT1,13,25,52%
18558,2022-06-24,RT1,6,15,40%
18559,2022-06-24,RT1,14,42,33%
18561,2022-06-24,RT1,18,33,55%
18562,2022-06-24,RT1,18,38,47%
18563,2022-06-24,RT1,11,27,41%
19559,2022-06-24,RT1,11,24,46%
19561,2022-06-24,RT1,18,36,50%
17564,2022-06-24,RT1,6,16,38%
19562,2022-06-24,RT2,10,23,43%
18563,2022-06-24,RT2,13,29,45%
17561,2022-06-24,RT2,17,36,47%
17558,2022-06-24,RT2,22,50,44%
16562,2022-06-24,RT2,19,43,44%
16561,2022-06-24,RT2,11,24,46%
16558,2022-06-24,RT2,11,22,50%
19560,2022-06-24,RT2,18,38,47%
16563,2022-06-24,RT2,20,38,53%
16559,2022-06-24,RT2,20,41,49%
19559,2022-06-24,RT2,16,41,39%
19558,2022-06-24,RT2,13,39,33%
17559,2022-06-24,RT2,23,39,59%
16560,2022-06-24,RT2,13,34,38%
18562,2022-06-24,RT2,18,34,53%
18559,2022-06-24,RT2,12,44,27%
17563,2022-06-24,RT2,23,44,52%
17562,2022-06-24,RT2,9,30,30%
18558,2022-06-24,RT2,12,30,40%
